id,title,body,department,sentiment,date,week
375,Pranzo buonissimo,"Pranzato al ristorante, tutto ottimo e porzioni generose. Servizio da rivedere completamente.",F&B,positive,2024-01-04,1
340,Cucina eccellente,"Cucina di ottimo livello, piatti tipici preparati benissimo.",F&B,positive,2024-01-05,1
361,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile.,F&B,positive,2024-01-05,1
434,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media.",F&B,neutral,2024-01-05,1
161,Servizio accettabile,"Personale della reception cortese, check-in normale.",Reception,neutral,2024-01-05,1
103,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine.",Housekeeping,positive,2024-01-05,1
85,Pulizia eccellente,"Stanza sempre pulita e ordinata, cambio asciugamani ogni giorno.",Housekeeping,positive,2024-01-05,1
52,Camera luminosa,"Stanza luminosa, pulita e accogliente. Ottimo servizio di pulizia. Torneremo sicuramente.",Housekeeping,positive,2024-01-06,1
274,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-01-06,1
316,Bar caro,"Prezzi del bar esagerati, qualità molto bassa. Prezzi eccessivi per la qualità offerta.",F&B,negative,2024-01-06,1
324,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile.,F&B,positive,2024-01-06,1
416,Esperienza media,"Cibo e servizio al ristorante nella media, prezzi ok. Prezzi eccessivi per la qualità offerta.",F&B,neutral,2024-01-06,1
310,Colazione ricca,"Buffet colazione molto ricco, c'è davvero di tutto.",F&B,positive,2024-01-06,1
471,Soggiorno discreto,"Colazione buona ma camera piccola e rumorosa, staff ok.",F&B,neutral,2024-01-07,1
288,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento.",Reception,negative,2024-01-07,1
326,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile.,F&B,positive,2024-01-07,1
130,Pulizia giornaliera,"Apprezzo molto la pulizia quotidiana della camera, tutto perfetto. Prezzo troppo alto per quello che offre.",Housekeeping,positive,2024-01-07,1
162,Check-in veloce,"Check-in rapido ed efficiente, personale cordiale e disponibile.",Reception,positive,2024-01-07,1
16,Letto scomodo,"Letto scomodissimo e lenzuola sporche, pessima esperienza. Prezzo troppo alto per quello che offre.",Housekeeping,negative,2024-01-08,2
90,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine.",Housekeeping,positive,2024-01-08,2
308,Pranzo buonissimo,"Pranzato al ristorante, tutto ottimo e porzioni generose. Complimenti allo chef.",F&B,positive,2024-01-08,2
68,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine.",Housekeeping,positive,2024-01-08,2
398,Ristorante deludente,"Ristorante molto deludente, cibo freddo e poco gustoso.",F&B,negative,2024-01-08,2
412,Ristorante normale,"Cibo accettabile, niente di speciale ma nemmeno male.",F&B,neutral,2024-01-08,2
371,Colazione ok,"Buffet colazione nella norma, varietà accettabile.",F&B,neutral,2024-01-08,2
284,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-01-08,2
240,Problemi prenotazione,"Problemi con la prenotazione, reception non ha saputo risolvere.",Reception,negative,2024-01-08,2
383,Pranzo buonissimo,"Pranzato al ristorante, tutto ottimo e porzioni generose.",F&B,positive,2024-01-09,2
263,Accoglienza perfetta,"Ottima accoglienza, ci hanno fatto sentire subito a nostro agio.",Reception,positive,2024-01-09,2
57,Pulizia scarsa,"Scarsa pulizia della stanza, asciugamani non cambiati per giorni. Prezzo troppo alto per quello che offre.",Housekeeping,negative,2024-01-09,2
67,Camera degradata,"Camera in pessime condizioni, sporcizia e odore sgradevole. Non tornerò mai più.",Housekeeping,negative,2024-01-09,2
273,Servizio impeccabile,"Servizio clienti impeccabile, personale molto preparato.",Reception,positive,2024-01-09,2
7,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine.",Housekeeping,positive,2024-01-09,2
373,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media. Qualità eccellente dei prodotti.",F&B,neutral,2024-01-09,2
13,Stanza trascurata,"Camera molto trascurata, polvere e cattivi odori.",Housekeeping,negative,2024-01-09,2
384,Cucina eccellente,"Cucina di ottimo livello, piatti tipici preparati benissimo.",F&B,positive,2024-01-09,2
163,Staff disponibile,Personale sempre pronto ad aiutare con il sorriso.,Reception,positive,2024-01-09,2
303,Cibo nella media,"Ristorante con cibo ok, servizio sufficiente.",F&B,neutral,2024-01-10,2
173,Check-in normale,"Check-in senza problemi, tempi di attesa accettabili. Disorganizzazione totale.",Reception,neutral,2024-01-10,2
339,Esperienza media,"Cibo e servizio al ristorante nella media, prezzi ok.",F&B,neutral,2024-01-10,2
216,Problemi prenotazione,"Problemi con la prenotazione, reception non ha saputo risolvere. Servizio clienti eccezionale.",Reception,negative,2024-01-10,2
264,Reception standard,"Servizio nella norma, niente di particolare da segnalare. Mai più in questo hotel.",Reception,neutral,2024-01-10,2
201,Personale scortese,Personale della reception poco cortese e disponibile.,Reception,negative,2024-01-10,2
60,Letto comodo,Il letto era comodissimo e la camera profumava di pulito.,Housekeeping,positive,2024-01-10,2
376,Ristorante normale,"Cibo accettabile, niente di speciale ma nemmeno male.",F&B,neutral,2024-01-11,2
243,Check-in veloce,"Check-in rapido ed efficiente, personale cordiale e disponibile.",Reception,positive,2024-01-11,2
494,Bene ma non benissimo,"Check-in veloce, però la stanza aveva dei problemi di pulizia.",Housekeeping,negative,2024-01-11,2
452,Bene ma non benissimo,"Check-in veloce, però la stanza aveva dei problemi di pulizia.",Housekeeping,negative,2024-01-11,2
485,Nel complesso ok,"Buona pulizia camera, colazione sufficiente, personale a volte scortese.",Housekeeping,neutral,2024-01-11,2
411,Cibo scadente,"Cibo di pessima qualità, colazione immangiabile.",F&B,negative,2024-01-11,2
94,Bagno sporco,"Il bagno era sporco, presenza di capelli e macchie evidenti.",Housekeeping,negative,2024-01-12,2
114,Letto comodo,Il letto era comodissimo e la camera profumava di pulito.,Housekeeping,positive,2024-01-12,2
44,Bagno sporco,"Il bagno era sporco, presenza di capelli e macchie evidenti. Rapporto qualità-prezzo ottimo.",Housekeeping,negative,2024-01-12,2
389,Ristorante deludente,"Ristorante molto deludente, cibo freddo e poco gustoso. Prezzi eccessivi per la qualità offerta.",F&B,negative,2024-01-12,2
377,Bar caro,"Prezzi del bar esagerati, qualità molto bassa. Prezzi eccessivi per la qualità offerta.",F&B,negative,2024-01-12,2
10,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine.",Housekeeping,positive,2024-01-12,2
199,Accoglienza perfetta,"Ottima accoglienza, ci hanno fatto sentire subito a nostro agio. Personale molto professionale.",Reception,positive,2024-01-13,2
475,Esperienza mista,"Camera pulita ma personale poco disponibile, colazione nella media.",Reception,negative,2024-01-13,2
186,Reception standard,"Servizio nella norma, niente di particolare da segnalare. Disorganizzazione totale.",Reception,neutral,2024-01-13,2
220,Esperienza standard,"Reception funzionale, nessun problema particolare.",Reception,neutral,2024-01-13,2
144,Camera standard,"Camera normale, pulita quanto basta, niente di particolare. Esperienza da dimenticare.",Housekeeping,neutral,2024-01-13,2
239,Accoglienza fredda,"Accoglienza molto fredda, nessuna assistenza dal personale. Servizio clienti eccezionale.",Reception,negative,2024-01-13,2
328,Colazione fantastica,"Colazione abbondante e varia, prodotti freschi e di qualità.",F&B,positive,2024-01-13,2
481,Esperienza mista,"Camera pulita ma personale poco disponibile, colazione nella media.",Reception,negative,2024-01-14,2
385,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile. Prezzi eccessivi per la qualità offerta.,F&B,positive,2024-01-14,2
435,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media. Qualità eccellente dei prodotti.",F&B,neutral,2024-01-14,2
408,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media.",F&B,neutral,2024-01-14,2
469,Esperienza mista,"Camera pulita ma personale poco disponibile, colazione nella media.",Reception,negative,2024-01-14,2
125,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine. Torneremo sicuramente.",Housekeeping,positive,2024-01-14,2
27,Niente di speciale,"Camera standard, pulizia sufficiente, prezzo nella norma.",Housekeeping,neutral,2024-01-14,2
314,Cucina mediocre,"Cucina mediocre, piatti senza sapore e mal presentati.",F&B,negative,2024-01-14,2
72,Soggiorno nella norma,"Stanza accettabile, pulizia sufficiente, nulla da segnalare.",Housekeeping,neutral,2024-01-15,3
6,Letto scomodo,"Letto scomodissimo e lenzuola sporche, pessima esperienza. Rapporto qualità-prezzo ottimo.",Housekeeping,negative,2024-01-15,3
280,Reception standard,"Servizio nella norma, niente di particolare da segnalare. Mai più in questo hotel.",Reception,neutral,2024-01-15,3
4,Pulizia eccellente,"Stanza sempre pulita e ordinata, cambio asciugamani ogni giorno. Rapporto qualità-prezzo ottimo.",Housekeeping,positive,2024-01-15,3
272,Servizio accettabile,"Personale della reception cortese, check-in normale. Personale molto professionale.",Reception,neutral,2024-01-15,3
74,Pulizia eccellente,"Stanza sempre pulita e ordinata, cambio asciugamani ogni giorno.",Housekeeping,positive,2024-01-15,3
35,Ottima pulizia,"Personale di pulizia molto efficiente, camera sempre impeccabile.",Housekeeping,positive,2024-01-15,3
276,Accoglienza fredda,"Accoglienza molto fredda, nessuna assistenza dal personale.",Reception,negative,2024-01-15,3
226,Check-in lento,"Check-in lunghissimo, attesa di oltre 30 minuti alla reception.",Reception,negative,2024-01-16,3
143,Pulizia giornaliera,"Apprezzo molto la pulizia quotidiana della camera, tutto perfetto.",Housekeeping,positive,2024-01-16,3
183,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente.",Reception,positive,2024-01-16,3
227,Check-in normale,"Check-in senza problemi, tempi di attesa accettabili.",Reception,neutral,2024-01-17,3
249,Reception standard,"Servizio nella norma, niente di particolare da segnalare.",Reception,neutral,2024-01-17,3
261,Servizio impeccabile,"Servizio clienti impeccabile, personale molto preparato.",Reception,positive,2024-01-17,3
381,Bar fornitissimo,"Bar ben fornito, personale cordiale e prezzi giusti. Ottimo rapporto qualità prezzo.",F&B,positive,2024-01-17,3
54,Camera disordinata,"Camera disordinata e sporca, lenzuola con macchie. Prezzo troppo alto per quello che offre.",Housekeeping,negative,2024-01-17,3
146,Letto scomodo,"Letto scomodissimo e lenzuola sporche, pessima esperienza.",Housekeeping,negative,2024-01-17,3
14,Camera sporca,"La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.",Housekeeping,negative,2024-01-17,3
127,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine. Esperienza da dimenticare.",Housekeeping,positive,2024-01-18,3
299,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente.",Reception,positive,2024-01-18,3
238,Staff disponibile,Personale sempre pronto ad aiutare con il sorriso.,Reception,positive,2024-01-18,3
378,Colazione fantastica,"Colazione abbondante e varia, prodotti freschi e di qualità.",F&B,positive,2024-01-18,3
404,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile. Prezzi eccessivi per la qualità offerta.,F&B,positive,2024-01-18,3
282,Check-in normale,"Check-in senza problemi, tempi di attesa accettabili.",Reception,neutral,2024-01-19,3
265,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-01-19,3
141,Pulizia scarsa,"Scarsa pulizia della stanza, asciugamani non cambiati per giorni. Torneremo sicuramente.",Housekeeping,negative,2024-01-20,3
51,Pulizia scarsa,"Scarsa pulizia della stanza, asciugamani non cambiati per giorni.",Housekeeping,negative,2024-01-20,3
338,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile. Cibo immangiabile.,F&B,positive,2024-01-20,3
119,Pulizia giornaliera,"Apprezzo molto la pulizia quotidiana della camera, tutto perfetto.",Housekeeping,positive,2024-01-20,3
367,Colazione fantastica,"Colazione abbondante e varia, prodotti freschi e di qualità.",F&B,positive,2024-01-20,3
121,Mancanza pulizia,"Non hanno pulito la camera per tutto il soggiorno, inaccettabile. Esperienza da dimenticare.",Housekeeping,negative,2024-01-20,3
71,Camera perfetta,"Camera spaziosa, pulita e ben organizzata. Complimenti al personale. Consiglio vivamente questo hotel.",Housekeeping,positive,2024-01-20,3
136,Soggiorno nella norma,"Stanza accettabile, pulizia sufficiente, nulla da segnalare.",Housekeeping,neutral,2024-01-21,3
253,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-01-21,3
279,Problemi prenotazione,"Problemi con la prenotazione, reception non ha saputo risolvere.",Reception,negative,2024-01-21,3
193,Personale gentile,Reception sempre disponibile e cortese per qualsiasi richiesta. Disorganizzazione totale.,Reception,positive,2024-01-21,3
318,Ristorante ottimo,"Ristorante dell'hotel eccellente, piatti buonissimi e ben presentati.",F&B,positive,2024-01-21,3
442,Cucina eccellente,"Cucina di ottimo livello, piatti tipici preparati benissimo.",F&B,positive,2024-01-21,3
61,Pulizia eccellente,"Stanza sempre pulita e ordinata, cambio asciugamani ogni giorno. Rapporto qualità-prezzo ottimo.",Housekeeping,positive,2024-01-21,3
176,Servizio pessimo,"Pessimo servizio, personale incompetente e maleducato.",Reception,negative,2024-01-21,3
441,Bar fornitissimo,"Bar ben fornito, personale cordiale e prezzi giusti.",F&B,positive,2024-01-21,3
175,Servizio impeccabile,"Servizio clienti impeccabile, personale molto preparato.",Reception,positive,2024-01-21,3
66,Camera luminosa,"Stanza luminosa, pulita e accogliente. Ottimo servizio di pulizia. Prezzo troppo alto per quello che offre.",Housekeeping,positive,2024-01-21,3
181,Staff disponibile,Personale sempre pronto ad aiutare con il sorriso.,Reception,positive,2024-01-22,4
433,Servizio ristorante,"Servizio al ristorante veloce e professionale, cibo eccellente.",F&B,positive,2024-01-22,4
468,Valutazione media,"Ristorante buono, però check-in caotico e camera non perfetta.",F&B,neutral,2024-01-22,4
356,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media.",F&B,neutral,2024-01-22,4
446,Esperienza media,"Cibo e servizio al ristorante nella media, prezzi ok.",F&B,neutral,2024-01-23,4
188,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-01-23,4
438,Colazione scarsa,"Colazione molto scarsa, poca scelta e prodotti di bassa qualità.",F&B,negative,2024-01-23,4
271,Personale scortese,Personale della reception poco cortese e disponibile.,Reception,negative,2024-01-23,4
387,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile. Qualità eccellente dei prodotti.,F&B,positive,2024-01-24,4
187,Esperienza standard,"Reception funzionale, nessun problema particolare.",Reception,neutral,2024-01-24,4
350,Esperienza media,"Cibo e servizio al ristorante nella media, prezzi ok.",F&B,neutral,2024-01-25,4
203,Check-in veloce,"Check-in rapido ed efficiente, personale cordiale e disponibile. Servizio decisamente migliorabile.",Reception,positive,2024-01-25,4
297,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento.",Reception,negative,2024-01-25,4
184,Personale gentile,Reception sempre disponibile e cortese per qualsiasi richiesta.,Reception,positive,2024-01-25,4
495,Soggiorno discreto,"Colazione buona ma camera piccola e rumorosa, staff ok.",F&B,neutral,2024-01-25,4
131,Camera standard,"Camera normale, pulita quanto basta, niente di particolare.",Housekeeping,neutral,2024-01-25,4
192,Check-in normale,"Check-in senza problemi, tempi di attesa accettabili.",Reception,neutral,2024-01-26,4
281,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento.",Reception,negative,2024-01-26,4
490,Alcune criticità,"Reception cortese ma tempi lunghi, camera pulita, cibo discreto.",Reception,neutral,2024-01-26,4
479,Nel complesso ok,"Buona pulizia camera, colazione sufficiente, personale a volte scortese.",Housekeeping,neutral,2024-01-26,4
252,Personale gentile,Reception sempre disponibile e cortese per qualsiasi richiesta.,Reception,positive,2024-01-27,4
255,Esperienza standard,"Reception funzionale, nessun problema particolare.",Reception,neutral,2024-01-27,4
70,Niente di speciale,"Camera standard, pulizia sufficiente, prezzo nella norma. Rapporto qualità-prezzo ottimo.",Housekeeping,neutral,2024-01-27,4
329,Bar caro,"Prezzi del bar esagerati, qualità molto bassa. Cibo immangiabile.",F&B,negative,2024-01-27,4
296,Servizio pessimo,"Pessimo servizio, personale incompetente e maleducato. Servizio decisamente migliorabile.",Reception,negative,2024-01-27,4
302,Ristorante ottimo,"Ristorante dell'hotel eccellente, piatti buonissimi e ben presentati.",F&B,positive,2024-01-28,4
113,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine.",Housekeeping,positive,2024-01-28,4
496,Alcune criticità,"Reception cortese ma tempi lunghi, camera pulita, cibo discreto.",Reception,neutral,2024-01-28,4
403,Cibo nella media,"Ristorante con cibo ok, servizio sufficiente.",F&B,neutral,2024-01-28,4
450,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media.",F&B,neutral,2024-01-28,4
200,Reception standard,"Servizio nella norma, niente di particolare da segnalare.",Reception,neutral,2024-01-28,4
133,Pulizia scarsa,"Scarsa pulizia della stanza, asciugamani non cambiati per giorni.",Housekeeping,negative,2024-01-28,4
210,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento.",Reception,negative,2024-01-28,4
28,Camera perfetta,"Camera spaziosa, pulita e ben organizzata. Complimenti al personale.",Housekeeping,positive,2024-01-28,4
87,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine. Prezzo troppo alto per quello che offre.",Housekeeping,positive,2024-01-29,5
258,Staff disponibile,Personale sempre pronto ad aiutare con il sorriso.,Reception,positive,2024-01-29,5
440,Colazione fantastica,"Colazione abbondante e varia, prodotti freschi e di qualità.",F&B,positive,2024-01-29,5
395,Cibo nella media,"Ristorante con cibo ok, servizio sufficiente.",F&B,neutral,2024-01-29,5
235,Servizio impeccabile,"Servizio clienti impeccabile, personale molto preparato. Servizio decisamente migliorabile.",Reception,positive,2024-01-29,5
444,Esperienza media,"Cibo e servizio al ristorante nella media, prezzi ok. Complimenti allo chef.",F&B,neutral,2024-01-29,5
204,Staff eccellente,Personale della reception molto professionale e gentile.,Reception,positive,2024-01-29,5
212,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente. Personale molto professionale.",Reception,positive,2024-01-29,5
47,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine.",Housekeeping,positive,2024-01-30,5
31,Camera standard,"Camera normale, pulita quanto basta, niente di particolare.",Housekeeping,neutral,2024-01-30,5
344,Colazione ok,"Buffet colazione nella norma, varietà accettabile.",F&B,neutral,2024-01-30,5
250,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-01-30,5
80,Soggiorno nella norma,"Stanza accettabile, pulizia sufficiente, nulla da segnalare.",Housekeeping,neutral,2024-01-30,5
437,Colazione ricca,"Buffet colazione molto ricco, c'è davvero di tutto.",F&B,positive,2024-01-30,5
365,Cucina eccellente,"Cucina di ottimo livello, piatti tipici preparati benissimo.",F&B,positive,2024-01-30,5
211,Staff eccellente,Personale della reception molto professionale e gentile.,Reception,positive,2024-01-31,5
151,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-01-31,5
257,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno. Servizio decisamente migliorabile.",Reception,positive,2024-01-31,5
29,Camera impeccabile,"La camera era pulitissima, letto comodo e tutto perfettamente in ordine.",Housekeeping,positive,2024-01-31,5
366,Ristorante deludente,"Ristorante molto deludente, cibo freddo e poco gustoso.",F&B,negative,2024-01-31,5
457,Esperienza mista,"Camera pulita ma personale poco disponibile, colazione nella media.",Reception,negative,2024-01-31,5
292,Esperienza standard,"Reception funzionale, nessun problema particolare.",Reception,neutral,2024-01-31,5
315,Bar fornitissimo,"Bar ben fornito, personale cordiale e prezzi giusti. Servizio da rivedere completamente.",F&B,positive,2024-02-01,5
105,Camera disordinata,"Camera disordinata e sporca, lenzuola con macchie. Prezzo troppo alto per quello che offre.",Housekeeping,negative,2024-02-01,5
313,Cucina mediocre,"Cucina mediocre, piatti senza sapore e mal presentati.",F&B,negative,2024-02-01,5
345,Bar fornitissimo,"Bar ben fornito, personale cordiale e prezzi giusti.",F&B,positive,2024-02-01,5
123,Soggiorno nella norma,"Stanza accettabile, pulizia sufficiente, nulla da segnalare.",Housekeeping,neutral,2024-02-01,5
354,Colazione ricca,"Buffet colazione molto ricco, c'è davvero di tutto. Servizio da rivedere completamente.",F&B,positive,2024-02-01,5
426,Servizio ristorante,"Servizio al ristorante veloce e professionale, cibo eccellente.",F&B,positive,2024-02-01,5
343,Cucina mediocre,"Cucina mediocre, piatti senza sapore e mal presentati.",F&B,negative,2024-02-01,5
126,Soggiorno nella norma,"Stanza accettabile, pulizia sufficiente, nulla da segnalare.",Housekeeping,neutral,2024-02-01,5
135,Letto scomodo,"Letto scomodissimo e lenzuola sporche, pessima esperienza.",Housekeeping,negative,2024-02-01,5
118,Ottima pulizia,"Personale di pulizia molto efficiente, camera sempre impeccabile.",Housekeeping,positive,2024-02-01,5
24,Stanza trascurata,"Camera molto trascurata, polvere e cattivi odori. Esperienza da dimenticare.",Housekeeping,negative,2024-02-02,5
202,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-02-02,5
283,Ottima organizzazione,"Reception ben organizzata, nessun problema durante il soggiorno.",Reception,positive,2024-02-03,5
304,Bar caro,"Prezzi del bar esagerati, qualità molto bassa. Qualità eccellente dei prodotti.",F&B,negative,2024-02-03,5
248,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente.",Reception,positive,2024-02-03,5
449,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media. Servizio da rivedere completamente.",F&B,neutral,2024-02-03,5
84,Camera standard,"Camera normale, pulita quanto basta, niente di particolare.",Housekeeping,neutral,2024-02-03,5
177,Attesa infinita,"Tempi di attesa assurdi per il check-in, personale lento.",Reception,negative,2024-02-03,5
12,Letto scomodo,"Letto scomodissimo e lenzuola sporche, pessima esperienza. Non tornerò mai più.",Housekeeping,negative,2024-02-03,5
429,Servizio ristorante,"Servizio al ristorante veloce e professionale, cibo eccellente.",F&B,positive,2024-02-03,5
107,Mancanza pulizia,"Non hanno pulito la camera per tutto il soggiorno, inaccettabile.",Housekeeping,negative,2024-02-03,5
436,Ottimo cibo,Cibo delizioso e servizio al tavolo impeccabile.,F&B,positive,2024-02-03,5
217,Accoglienza fredda,"Accoglienza molto fredda, nessuna assistenza dal personale.",Reception,negative,2024-02-03,5
234,Esperienza standard,"Reception funzionale, nessun problema particolare. Personale molto professionale.",Reception,neutral,2024-02-03,5
231,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-02-03,5
2,Camera perfetta,"Camera spaziosa, pulita e ben organizzata. Complimenti al personale.",Housekeeping,positive,2024-02-03,5
237,Staff nella media,"Personale educato, servizio sufficiente. Tutto perfetto dall'inizio alla fine.",Reception,neutral,2024-02-04,5
466,Alcune criticità,"Reception cortese ma tempi lunghi, camera pulita, cibo discreto.",Reception,neutral,2024-02-04,5
236,Check-in lento,"Check-in lunghissimo, attesa di oltre 30 minuti alla reception.",Reception,negative,2024-02-04,5
363,Colazione sufficiente,"Colazione standard, scelta discreta, prodotti nella media. Ottimo rapporto qualità prezzo.",F&B,neutral,2024-02-04,5
333,Colazione fantastica,"Colazione abbondante e varia, prodotti freschi e di qualità.",F&B,positive,2024-02-04,5
17,Bagno sporco,"Il bagno era sporco, presenza di capelli e macchie evidenti.",Housekeeping,negative,2024-02-04,5
410,Colazione ok,"Buffet colazione nella norma, varietà accettabile. Prezzi eccessivi per la qualità offerta.",F&B,neutral,2024-02-05,6
476,Bene ma non benissimo,"Check-in veloce, però la stanza aveva dei problemi di pulizia.",Housekeeping,negative,2024-02-05,6
178,Problemi prenotazione,"Problemi con la prenotazione, reception non ha saputo risolvere.",Reception,negative,2024-02-05,6
100,Bagno sporco,"Il bagno era sporco, presenza di capelli e macchie evidenti.",Housekeeping,negative,2024-02-05,6
156,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente.",Reception,positive,2024-02-05,6
396,Servizio ristorante,"Servizio al ristorante veloce e professionale, cibo eccellente. Cibo immangiabile.",F&B,positive,2024-02-05,6
88,Camera degradata,"Camera in pessime condizioni, sporcizia e odore sgradevole. Consiglio vivamente questo hotel.",Housekeeping,negative,2024-02-05,6
191,Staff nella media,"Personale educato, servizio sufficiente.",Reception,neutral,2024-02-05,6
353,Servizio lento,"Servizio al ristorante lentissimo, cibo arrivato freddo.",F&B,negative,2024-02-05,6
165,Servizio impeccabile,"Servizio clienti impeccabile, personale molto preparato. Tutto perfetto dall'inizio alla fine.",Reception,positive,2024-02-06,6
208,Accoglienza fredda,"Accoglienza molto fredda, nessuna assistenza dal personale.",Reception,negative,2024-02-06,6
63,Bagno sporco,"Il bagno era sporco, presenza di capelli e macchie evidenti.",Housekeeping,negative,2024-02-06,6
40,Nella media,"Stanza nella media, pulizia discreta, esperienza ok. Non tornerò mai più.",Housekeeping,neutral,2024-02-07,6
56,Camera sporca,"La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.",Housekeeping,negative,2024-02-07,6
219,Personale scortese,Personale della reception poco cortese e disponibile. Mai più in questo hotel.,Reception,negative,2024-02-07,6
225,Check-out rapido,"Check-out velocissimo senza problemi, personale efficiente.",Reception,positive,2024-02-07,6
172,Servizio accettabile,"Personale della reception cortese, check-in normale.",Reception,neutral,2024-02-08,6
454,Alcune criticità,"Reception cortese ma tempi lunghi, camera pulita, cibo discreto.",Reception,neutral,2024-02-08,6
9,Stanza ben tenuta,"Camera pulita e ben curata, tutto funzionante e in ordine. Esperienza da dimenticare.",Housekeeping,positive,2024-02-08,6
41,Mancanza pulizia,"Non hanno pulito la camera per tutto il soggiorno, inaccettabile. Torneremo sicuramente.",Housekeeping,negative,2024-02-08,6
